## Sheet: Sheet1
Observation | W | verse | Additional notes
Sarah | who | Gen 23:1 | the wife & half-sister of Abraham, mother of Isaac. 
127 years old | when | Gen 23:1 | the age Sarah was when she died
Hebron | where | Gen 23:2 | where Abraham moved after he separated from Lot in Genesis 13:18, about 20 miles south of Jerusalem
 |  |  | an important burial site for: Abraham (25:9), Isaac & Rebekah(49:31), Jacob (50:13)
Caanan | where | Gen 23:2 | the land that the promised to Abraham and his descendants, where Abraham lived as a foreigner 
mourned and wept | what | Gen 23:2 | as expected, after loosing the #1 wife of his life, Abraham's loss manifests both emotionally and physically 
Hittite  | who | Gen 23:3 | the "native" landowners of the promised land in which Abraham lived "as a foreigner" 
a stranger & foreigner | what | Gen 23:4 | Abraham had been promised the land by God, yet still saw Himself as a stranger in the promised land
sell me a piece of land | what | Gen 23:4 | because Abraham was living as a foreigner, he chose to buy the land instead of take it by right 
you are an honored prince | who | Gen 23:6 | literaly "price, chief or ruler of God"  Here the Hitties show their knowledge of God's blessings on Abraham
no one will refuse to help | what | Gen 23:6 | the pagan Hitties agree to not only help him, but do it for no cost
choose one of our tombs | what | Gen 23:6` | the Hittes offer Abraham the use of a tomb, not the deed to some land, this is not what he was asking for 
Abraham bowed low | what | Gen 23:7 | in a sign of humility, submission, and thankfulness Abraham bows to the "natives" and makes his request
Ephron son of Zohar | who | Gen 23:8 | the man who owned the tomb that Abraham wanted to use to bury his wife
I will pay full price | what | Gen 23:9 | Abraham buys land in the very country that has already been deeded to him by the Lord Almighty
a permanent burial place | what | Gen 23:9 | Abraham is seeking a permanent posession for his family as a burial place
I will give you the land | what | Gen 23:11 | Ephron agree to give the land to Abraham for the burial of his wife 
I will buy it from you | what | Gen 23:13 | Abraham refuses to take the land for free, and offers again to buy it, this is to ensure his ownership of it 
so I can bury my dead | what | Gen 23:13 | Abraham's motivation is be sure that Sarah's resting place will not be distrubed
400 pieces of silver (shekels) | what | Gen 23:16 | shrewdly, Ephron gives the value of the land, without really naming a purchase price
weighed… market standard | what | Gen 23:16 | money was not made into coins yet, they were weighed to determine value 
and surrounding trees | what | Gen 23:17 | it is possible that the trees are mentioned either as a border of property or lumber rights separate for land ownership
it was transferred to Abraham | what | Gen 23:18 | for the first time Abraham owns a small part of the land that was promised to his descendants

## Sheet: Sheet2

## Sheet: Sheet3
