## Sheet: Sheet1
Observation | W | verse | Additional notes
six days before  |  when | John 12:1 | a literal reference to six days prior to
passover celebration | when | John 12:1 | the annual celebration of the passover from the Exodus story, Jewish men are required  to attend (Deut 16:16)
Jesus | who | John 12:1 | Savior of the World, Promised Messiah, Son of God, 2nd member of the Trinity
Bethany | where | John 12:1 | a small village north of Jerusalem, the home of Lazarus, Mary, and Martha
Lazarus | who | John 12:1 | the man that Jesus had raised from the dead at Bethany
Martha  | who | John 12:2 | one of the sisters of Lazarus, usually characterized as the "worker" because of this passage
Mary | who |  John 12:3 | the other sister of Lazarus, usually characterized as the "worshiper" because of this passage
wiped with her hair | what | John 12:3 | Her hair was her glory (1 Cor 11:15) thus she was submitting the best part of herself to the feet of Jesus
Judas Iscariot | who | John 12:4 | the disciple who famously betrayed Jesus, keeper fo the money, dishonest in this actions
often stole some for himself | what | John 12:5-6 | Judas' love of money won over his love for integrity, ultimately it was his love of money that led to his betrayal
In preparation for my burial | what | John 12:7 | Jesus pointing to His coming suffering, reminding them al that His ministry is not on His time table
always have the poor… | what | John 12:8 | opportunities to care for the poor are abundant and have been, but personal times with the Savior can be fleeting
all the people | who | John 12:9 | the continued miracle working of Jesus ministry was bound to draw the seeker and the skeptic alike
the leading priests | who | John 12:10 | the former high priests as well as influencial pharisees and saducees
it was because of him… | what | John 12:11 | when the opposition can no longer tear down Jesus' image, they will turn on those who represent His power
the next day | when | John 12:12 | the day after the meal with Lazarus
a large crowd | who | John 12:12 | we now see those who believe in Jesus declaring their faith openly in Jerusalem
hail to the king of israel | what | John 12:13 | the people were ready to recognize Jesus as their new King, this also fulfills prophecy 
young donkey | what | John 12:14 | fulfills the prophecy in  Zecharaiah 9:9
His disciples | who | John 12:16 | those who commited to and folowing Jesus and His teachings
didn't understand at this time | when | John 12:16 | how often we can miss the gravity of something in the moment but Jesus brings it back to our minds to teach us
that was the reason | what | John 12:18 | when you do something so miraculous that it defies explanation, people respond
everyone is going to Him | what | John 12:19 | a major shift in the appearance of the balance of power for the Jewish leaders, can cause major problems 

## Sheet: Sheet2

## Sheet: Sheet3
