## Sheet: Sheet1
Observation | W | verse | Additional notes
Jesus | who | John 9:1 | Son of God, Promised Messiah, 2nd member of the Trinity, Savior of the World, all round cool guy
man born blind | who | John 9:1 | the recipient of Christ's miraculous healing, this man goes un-named, but was born blind
Rabbi | who | John 9:2 | a Jewish term for one's religious teacher, literally means, "my great one" a way of showing honor & submission
his disciples | who | John 9:2 | the disciples of Jesus Christ, those who followed him and submitted to His teaching
why was this man…? | what | John 9:2 | the disciples clearly saw the man's being born blind as a choice, thus the question why? 
was it because of… sin | what | John 9:2 | the disciples also clearly saw the fact of this man's blindness as a judgement against sin
so the power of God could be seen | what | John 9:3 | the power of God is often most sought after and most visible in the midist of calamity and/or difficuty
I (Jesus)  | who | John 10:1 | Son of God, Promised Messiah, 2nd member of the Trinity, Savior of the World, all round cool guy
anyone who sneak, theif/robber | who | John 10:1 | one who doesn't approach correctly, their intentions and motivations are judged accordingly
enters through the gate/shepherd | who | John 10:2 | the one who is the rightful shepherd enters easily by virtue of his position as the right shepherd
gatekeeper | who | John 10:2 | the one who stands at the gate and opens it for the shepherd
the sheep | who | John 10:3 | literally, sheep, but analagously those who are part of the God's flock. 
calls his own sheep by name | what | John 10:3 | the true shepherd has a relationship with his sheep, enough to lead them by voice, not by force
walks ahead, they follow | what | John 10:4 | the true shepehrd leads his people, and they follow even when they can not see, because of his voice
stranger, don't know his voice | who | John 10:5 | the stranger is identified because his voice is unfamiliar to the sheep he is trying to lead
those who heard | who | John 10:6 | those who were listening in the moment to the teaching of Jesus
I am at the gate for the sheep | where | John 10:7 | Jesus is standing calling to the sheep, but only those that will recognize his voice
all who came before… | who | John 10:8 | all the men of who claim to be a representative of God the Father
those who come in thru me | who | John 10:9 | the sheep that recognize Jesus as the true shepherd will receive salvation (no man comes to the Father but thru me)
will come & go… find good pasture | what | John 10:9 | freedom, provision, and blessing await those that respond the call of the Savior
I am the good shepherd | who | John 10:11 | one of the 8 "I am" statements that Jesus made about Himself
sacrifices his life for the sheep | what | John 10:11 | Jesus predicting his own death on the cross, but also illustrating the commitment that a good shepherd has for sheep
hired hand will run away | what | John 10:12 | he who does not have a relationship, and only is paid to care for sheep will not risk to safeguard the sheep
I know my sheep | what | John 10:14 | again, Jesus illustrates the relationship that He has with His sheep
I have other sheep too | who | John 10:16 | Jesus saying that he has sheep that are not currently Jews, and He must see them brought in as well
I sacrifice it voluntarily  | what | John 10:18 | Jesus was not forced to the cross, but willingly laid down His life for the price of man's sin. 

## Sheet: Sheet2

## Sheet: Sheet3
