## Sheet: Sheet1
Observation | W | verse | Additional notes
I  | who | John 5:31 | first person reference to Jesus Himself. 
testify | what | John 5:31 | to give testimony as in a legal sense, G3140 /mar-tu-RAY-oh/ same word we get martyr from
would not be valid | what | John 5:31 | Jesus is illustrating that you can't validate your own testimony, what's what outside witnesses are for
someone else  | who | John 5:32 | referring to God, also linking to v30 and Christ's reliance on God and thus God's testimony about Christ
you | who | John 5:33 | speaking directly to the Jewish leaders
sent investigators  | what | John 5:33 | referring to John 1:19 
John the Baptist | who | John 5:33 | the final Old Testament Prophet, the cousin of Jesus Christ, the forerunner of the Messiah
his testimony… was true | what | John 5:33 | Jesus mentions that John the Baptists testimony is also true.  In Deut 17:6 two witnesses were established as a standard of truth
that you might be saved | what | John 5:34 | Jesus again knowing that He is the way of salvation proclaims it again
burning shining lamp | what | John 5:35 | light & dark and re-occurring themes in the book of John, John the Baptist as not the light (v1:8) but a witness to it
greater witness than John | what | John 5:36 | Jesus establishing that the teaching ministry and miracles would be the witness of his message
The Father | who | John 5:36 | God the Father, 1st member of the Trinity, Creator of the Universe
gave me these works  | what | John 5:36 | the miraculous works that Jesus did were direct to (or given to him) by the Father, see John 9:3
Father has testified about me | what | John 5: 37 | The Father is another "witness" to the validity of Jesus ministry
have his message in your hearts | what | John 5:38 | indicating the "darkness" of the hearts of the Jewish leaders 
because you don't believe me | what | John 5:38 | Jesus using the lack of belief in Himself to establish the darkness of their hearts mentioned previously 
Scriptures point to me | what | John 5:39 | The Scriptures themselves are a third witness to the validity of Jesus as the Messiah
to receive this life | what | John 5:40 | Jesus establishing that He is the way, the truth, and the life (John 14:6) 
your approval means nothing | what | John 5:41 | Because of the lack of spiritual life, Jesus didn't care about their approval… why do we so often seek approval?
you have rejected me | what | John 5:43 | Jesus knew that he would be rejected by His own people, "The stone the builders rejected…" Psalm 118:22
you can't believe | what | John 5:44 | Jesus challening their lack of belief in Him
you gladly honor each other | what | John 5:44 | The Jewish leaders were consumed with pride and politics, so much that they missed the Messiah right in their face
Moses | who | John 5:45 | One of the most prominent Jewish leaders from the Old Testament, 10 plagues, Exodus from Egypt
really believed Moses… | what | John 5:46 | Jesus know challening the foundation of their belief head on, showing that Moses was the fourth witnesses to Himself

## Sheet: Sheet2

## Sheet: Sheet3
