## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
Jesus  | who | Luke 15:11 | the Son of God, Son of Man, promised Messiah of the Jewish people, Savior of the World 
Jesus continued | what | Luke 15:11 | Luke has clearly connected this parable to the preceeding two and the context in verses 1 and 2, this is vital to its meaning
a man | who | Luke 15:11 | the father in this story represents God who is the Heavenly Father to all through creation and to some by adoption 
younger son | who | Luke 15:11 | the younger son in this story represents the "tax collectors and sinners" in verse 1 of the chapter
older son | who | Luke 15:11 | the older son in this story represents the "pharisees and teachers of the law" in verse 2 of the chapter 
give me my share of the estate | what | Luke 15:12 | the younger son is basically saying, "I wish you were dead." "you're only as good as what you can give me" to his father 
he divded his property | what | Luke 15:12 | the father did not have to honor the son's insulting request, but did anyway, the younger son received 1/3 of the inheritence 
 |  |  | because of the rigth of the firstborn to receive a double portion, see Deuteronomy 21:17
not long after that | when | Luke 15:13 | the younger son did not wait long once he had what he wanted, the allure of sin never lends itself to patience 
got together all he had | what | Luke 15:13 | this means that he liquidated his inheritence from his father and "took the cash option" keeping only what he could spend
after he spent everything | when | Luke 15:14 | the amount of money is immaterial to the point, he took the cash, then spent it all, money eventually runs out
severe famine | what | Luke 15:14 | God has used a "divine famine" to accomplish His will before see Abraham in Genesis 12 and Joseph in Genesis 41 and others
he began to be in need | what | Luke 15:14 | the outcome of the famine was the money that he had counted on for his happiness was gone, he was forced to reflect
citizen of that country | who | Luke 15:15 | seeing as Luke described this as a "distant land" (v13) this is likely a gentile landowner in a gentile country
feed the pigs | what | Luke 15:15 | this would have been the maximum discgrace as pigs were considered an unclean animal owned by a gentile away from home
longed to fill his stomach | what | Luke 15:16 | the son who had been primarily concerned with self pleasure is now brought to the point of self preservation 
no one gave him anything | what | Luke 15:16 | all the "friends" he had while he was spending his money on "wild living" (v13) were gone and no one cared for him 
came to  |  |  | 

## Sheet: Sheet2

## Sheet: Sheet3
