## Sheet: Sheet1
Observation | W | verse | Additional notes
at that time | when | Luke 1:39 | linking this to the previous verse, when the angel left Mary
 |  |  | this also indicates that Mary went to see Elizabeth to see what the angel told her about Elizabeth (v36)
hill country of Judea | where | Luke 1:39 | the hill country around Jerusalem, seeing as Zecharaiah had temple service early in the chapter 
Zechariah's home | where | Luke 1:40 | exactly what it sounds like, the home of Zechariah and Elizabeth, a female relative of Mary (v36)
when Elizabeth heard | when | Luke 1:41 | the hearing of Mary's greeting was the auditory confirmation for the unborn John of the unborn Savior's presence
leaped in her womb | what | Luke 1:41 | leaping in the presence of the Lord is a Biblical response: David in 2 Samuel 6:16 for example 
filled with the Holy Spirit | what | Luke 1:41 | remember this is still under O.T. times, the Holy Spirit is granted to individuals, but not readily available for everyone
 |  |  | the filling of the Holy Spirit precipated her prophetic exclamation: mother of my Lord
Blessed are you among women | what | Luke 1:42 | nothing in this passage shows Mary as sinless, Mary was blessed because she was carrying the Savior 
 |  |  | Mary is also NOT the mother of God, she was the earthly vessell for the Savior, but Jesus is part of the omnipresent Godhead
mother of my Lord | what | Luke 1:43 | clearly, Elizabeth understands the child Mary is carrying is the Lord and promised Messiah, this is from the Spirit's power
believed what the Lord… | what | Luke 1:45 | Mary is not the focus of worship in this text, she is a special girl selected by God, but is not an object of worship 
Mary's song | what | Luke 1:46 | this is also called the "Magnificat" from the first words of the text in the Latin Vulgate
God my Savior | what | Luke 1:47 | Mary clearly sees herself as a sinful person in need of a Savior as she recognizes her child as "her" Savior 
of his "servant"  | what | Luke 1:48 | this word literally means "maid-servant" and is a very lowly and humbled position
will call me blessed | what | Luke 1:48 | in the ancient near east, it was a great honor for future generations to speak well of you 
has done great things | what | Luke 1:49 | Mary gives God the praise as the "mighty one" who does "great things" and is "holy" … she does not see herself this way
His mercy  | what | Luke 1:50 | the child that the Lord has given Mary to carry is one that will represent the Lord's mercy 
generation to generation | what | Luke 1:50 | this mercy that Mary's child will bring to the world will be for ALL people from "generation to generation" 
with his arm | what | Luke 1:51 | this is a common O.T. anthropomorphism of God's "arm" representing His full power and might 
scatters the proud… humble | what | Luke 1:52 | this is echod by writer of James in James 4:6 "God opposes the proud but gives grace to the humble" 
Abraham and his descendants | who | Luke 1:55 | Mary sees the to-be-born as the Savior and Promised Messiah of the Hebrew people, promised to Abraham 
Hannah's song of praise | what | 1 Sam 2:1-10 |    Mary's song of praise here has several similarities to Hannah's song of Thanksgiving

## Sheet: Sheet2

## Sheet: Sheet3
