## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
 Two of them  | who | Luke 24:13 | these are two disciples ("them") likely heading home from the Passover in Jerusalem 
village called Emmaus | where | Luke 24:13 | there is some debate as the the exact location of the town, some say a small village about 7 miles west of Jerusalem
everything that had happened | what | Luke 24:14 | the events of Jesus trial and resurrection 
kept from recognizing  | what | Luke 24:16 | this is a divine concealment, the Lord Himself kept His identity from them by His own divine power, not a human mistake 
what are you talking about? | what | Luke 24:17 | Jesus question openly entreats the two disciples to 
one of them… Cleopas | who | Luke 24:18 | this is the only time in scripture that this name appears, the companion is unknown, some believe it would be his wife 
are you the only…? | what | Luke 24:18 | clearly, the death and resurrection of the Messiah was a well known event among the disciples
what things? | what | Luke 24:19 | Jesus having divinely concealed His identity now asks the two disciples what they understand about the events 
[what they know about Jesus] | what | Luke 24:19-24 | the disciples on the road make several clear statement as to their understanding of Jesus: 1. He was from Nazareth 
 |  |  | 2. He was a prophet  3. He was powerful in "word and deed"   4. He served before God and people   5. He was killed by 
 |  |  | "chief priests and rulers"   6. They had "hoped" He was the Messiah   7. The women found the empyt tomb   8. the disciples
 |  |  | (Peter and John) confirmed the empty tomb …. This amount of information not only shows us what was known about Jesus
 |  |  | the same day as His resurrection, but also gives us a glimpse as to the level of investigation that Luke himself did 
how foolish you are… | what | Luke 24:25 | Jesus, still divinely concealing His identity gently rebukes His own disciples for not believing the OT Scriptures 
did not the Christ… | what | Luke 24:26-27 | Jesus again looks back to the establishment of Scripture to illustrate why these things needed to happen 
as they approached  | where | Luke 24:28 | the conversation has carried on during the distance between Jerusalem and the village of Emmaus 
at the table… broke bread… | what | Luke 24:30 | this is reminiscent of not only the Passover meal, but also the Lord's supper both deep with Messianic imagery 
then… eyes were opened | what | Luke 24:31 | this again is a divine action, not a human one, at the table the Lord rescinds the "veil" that has concealed His identity 
they recognized Him | what | Luke 24:31 | this gives additional attestation of the resurrection of the Savior
He disappeared  | what | Luke 24:31 | Luke does not go into great detail about the physical attributes of the Lord's resurrected body. While we can observe 
 |  |  | His ability to "disappear" and "appear" this can be a function of His Godly nature and not His glorified body 
were not… hearts burning | what | Luke 24:32 | here Luke illustrates the faith response to the Word of God, their hearts "burned" from the Word being revealed to them 
they found the eleven | who | Luke 24:33 | this illustrates that the two on the Emmaus road were not part of the original 11, but the larger group of disciples 
Lord has risen… to Simon | what | Luke 24:34 | Cleopas and his companion are yet another set of witnesses to the appearance of the ressurection of Christ, who had already
 |  |  | appeared to Peter before this conversation, Paul also attests to this appearance in 1 Corinthians 15:5
while they were… | when | Luke 24:36 | while Cleopas is giving his report to the larger group of disciples, Jesus appears 
frightened… a ghost | what | Luke 24:37 | this is understandable given the circumstances, the disciples were struggling for the faith to see beyond their senses
Observation | W | Verse | Thoughts / Details

## Sheet: Sheet2

## Sheet: Sheet3
