## Sheet: Sheet1
Observation | W | verse | Additional notes
God | who | Gen 8:1 | the Eternal Father, Sovereign Creator, 1st Member of the Trinity, Final Judge of all creation 
Noah | who | Gen 8:1 | son of Lamech, name is similar to the ancient Hebrew word for "Relief" has a messianic expectation 
wild animals / livestock | what | Gen 8:1 | here we again see the dichotomy of animal life, some wild and others for the purpose of submission to man
wind | what | Gen 8:1 | just like in creation itself, a wind (same word as spirit) moved over the waters
underground / rain | what | Gen 8:2 | there were two sources of water for the great flood, below and above the earth
began to recede | what | Gen 8:2 | The floodwaters gradually receded as the consequences of sin fade as time goes by 
150 days | when | Gen 8:3 | the boat was afloat on the surface of the waters for this time
Ararat | where | Gen 8:4 | this does not refer to the specific mountain known by this name today, but a region of in the general area of eastern Turkey
2.5 months later | when | Gen 8:5 | in the orignal text: 1st day of the 1st month in the 601st year, the repeated theme reinforces the "new beginning" 
another 40 days | when | Gen 8:6 | in addition to the 150 that passed before they rested on a mountain in the region of Ararat, again a time of preparation…
Raven | what | Gen 8:6 | the Raven is a scavenging animal and thus could live on the carnage left after the death of man, symbolizes man's sin nature
Dove | what | Gen 8:6 | The Dove is a bird of pure which, symbolizing man's Godly nature, and sought out a pure, natural food source
did not come back | what | Gen 8:12 | the dove did not return because it found a suitable home and food source, what Noah needed for the other animals 
two more months later | what | Gen 8:14 | two more months after the dove did not return, he observed the land was dry, ready for inhabitants again
Ark Timeline |  | 2/17/600 | Noah and His familiy board the Ark, the flood begins
 |  | 7/17/600 | The ark comes to "rest" on the mountain at Ararat
 |  | 1/1/601 | Water was dried up 
 |  | 2/27/601 | Noah, family, and animals exit the Ark 
 |  |  | assuming a 354 day lunar year, then Noah, the family and the animals were on the Ark for…  364 DAYS 
"Go out of the Ark"  | what | Gen 8:16 | Just as God instructed Noah to board the ark, He now commands Him to leave it. 
that they may breed | what | Gen 8:17 | just as God instructed in the garden, the command to "be fruitful and multiply" has not gone away
Noah built an alter | what | Gen 8:20 | the first act that Noah did when man reclaimed the earth was to worship the Lord God
the Lord's promise | what | Gen 8:21 | The Lord will never again curse and destry the ground or other living things because of the sin of humanity 
as long as the earth remains | what | Gen 8:22 | The Lord set (or reset) in motion the change of seasons, and passing of time as a standard by which we measure time

## Sheet: Sheet2

## Sheet: Sheet3
