## Sheet: Sheet1
Observation | W | verse | Additional notes
Jacob | who | Gen 32:1 | the son of Isaac, son of the Promise, the brother of Esau, whose name means "deceiver" 
angels of God | what | Gen 32:1 | literally "mal-AKH" in Hebrew meaning, "messenger or representative" also used for a theophany (Gen 16 Hagar at the well) 
Mahanaim | where | Gen 32:2 | the place where Jacob met God, again Jacob named a place with Godly signifance, just like his journey to Laban (Gen 28:10-22)
messengers | who | Gen 32:3 | human servants sent by Jacob to Easu, interestingly the same word "Mal-AKH" as the angels of God 
Esau | who | Gen 32:3 | the brother of Jacob, son of Isaac, he who had his birthright stolen by Jacob impersonating him 
humble greetings from… | what | Gen 32:4 | Jacob still has a fear of his brother, the reason he left home was Esau's anger (Gen 27:41)
hoping you will be friendly | what | Gen 32:5 | Jacob has no way to know the state of his brother's heart, so he goes with the last thing he knew…. Anger
army of 400 men | what | Gen 32:6 | Jacob, operating in fear, assumes this group is a war party and Easu is coming for revenge… forgetting about God's promise
God of my grandfather/father | who | Gen 32:9 | Jacob does use God's covenant name "Jehovah" he also doesn't see God's relationship as "his" but by relation to his father
you promised me | what | Gen 32:9 | Jacob now trying to use God's own Word to "remind" the Almighty of His promises. How often we do that today… 
I am not worthy | what | Gen 32:10 | Jacob humbles himself before God, just as he did his brother trying to entreat a gracious reception instead of standing in faith
owned nothing… two camps | what | Gen 32:10 | Jacob sees with his eyes the blessings that he is bringing home due to God's blessing, but lacks faith for the reunion with Easu
rescue me from… my brother | what | Gen 32:11 | a  theme we see repeated often in Genesis, sibling rivalry and strife between family members, division in the family 
multiply your descendants | what | Gen 32:12 | Jacob now reiterates the Abrahamic Covanent passed to him, yet still sees God as the "God of my Grandfather/Father" 
Jacob stayed there for the night | what | Gen 32:13 | sometimes the best preparation we can have for unknown encounter is time with the Lord in His presensce
selected gifts for his brother | what | Gen 32:13-16 | maybe Jacob was a little too used to Laban, but clearly wants to buy Esau's good will with the gifts he is giving to him 
go ahead of me | where | Gen 32:16-20 | Jacob sends his gifts in waves so he can win over his brother before he has to get too close to him
 |  |  | funny though how no matter how many gifts one gives, you never know the attitude of the receipient until you are with them 
Jacob alone at the camp | what | Gen 32:24 | this is either because he was afraid of Esau, or was seeking alone time with the Lord God
unless you bless me | what | Gen 32:26 | this blessing is not won by trickery or scheming, this is hard earned and "fought" for, this reflects a change in his heart
name will be Israel | what | Gen 32:28 | like his grandfather, Jacob's name is now changed reflecting the change of faith in the heart
wrestled with God | what | Gen 32:28 | whereas God's first meeting with Jacob, at Bethel, was in a dream, this meeting was physically taxing for Jacob
Peniel | where | Gen 32:30 | meaning "face of God". Just as Jacob named Bethel, he now names this location because of his time with God
limping because of injury | what | Gen 32:31 | when we truly spend time with the Lord, we should leave changed, this may be uncomfotable at first

## Sheet: Sheet2

## Sheet: Sheet3
