## Sheet: Sheet1
Observation | W | verse | , 
Jesus | who | Luke 4:1 | the Son of God, Promised Messiah, Savior of all mankind, son of Joseph, Son of Man, second member of the Trinity 
full of the | what | Luke 4:1 | this passage is takes place under the Law, not the new Covanent, so the Spirit is placed on designated people for specific works
Holy Spirit | who | Luke 4:1 | the third member of the Trinity, present at creation, the Comforter, Helper, resident in each New Testament believer 
the Jordon | where | Luke 4:1 | the river running down the eastern side of Judea from the Sea of Galillee to the Dead Sea
led by the Spirit | what | Luke 4:1 | this is the beginning of the Christ's messianic mission, from here on our He is led by Spirit doing the Father's will 
into the wilderness | where | Luke 4:1 | the "wilderness" is a symbol throughout the Bible of being drawn closer to God (Moses, Elijah, John the Baptist) 
40 days | when | Luke 4:2 | the number 40 does appear several times in the Bible, however, this does not give special meaning to the number itself
 |  |  | the great flood (Gen 7:12), Moses fled to Midian (Acts 7:30), Moses on Mt Sinai (Ex 24:18), widerness wandering (Deut 8:2-5)
ate nothing… hungry | what | Luke 4:2 | Jesus fasted food, ie "He did not eat" the text does not say anywhere that He did not drink water, fasting is a practice 
 |  |  | of denying the physical need for food in order to focus on our spiritual need for God.
the devil | who | Luke 4:3 | Satan, the serpent, the accurser, the enemy of God   he who tempts us, just like Adam & Eve in the Garden, to doubt God's Word
If you are the Son of God | what | Luke 4:3 | Satan first tempts Jesus by placing doubt on His status as the Son of God, this is meant to bait him into the next step
tell this stone to become bread | what | Luke 4:3 | Jesus did miracles in His ministry, this was not about His power, but He was hungry due to fasting, it was testing His
 |  |  | resolve to honor God, and ultimately His mission as the Savior, over His own physical needs, like hunger 
It is written | what | Luke 4:4 | Jesus, as the Son of God, had the authority to rebuke Satan, but instead chooses to use the written words of Scripture 
Man shall not live by… | what | Luke 4:4 | Jesus recounts a verse from Deuteronomy 8 (v3) the whole chapter is about remembering the Lord in obedience 
all the kingdoms  | what | Luke 4:5 | the second temptation Christ had to endure was pride, Satan is the Prince of the Air is does have dominion over the sinful 
 |  |  | world for now, but Jesus is the Eternal King and will eventually have all of His authortiy returned, Satan's tempt is empty 
if you worship me | what | Luke 4:7 | the temptation was not just for authority, but the authortiy was only given if He worshiped Satan
worship the Lord… only  | what | Luke 4:8 | Jesus responded to the temptation understanding that the Lord alone is worthy of our worship, anything else is idolatry 
Jerusalem  | where | Luke 4:9 | the center of the Jewish Religion, capital of Judea, home of the Temple 
throw yourself down… | what | Luke 4:9 | the final temptation was to make Himself appear as the Messiah, in the temple and receive the glory from man Himself 
for it is written | what | Luke 4:10 | Satan correctly quoted, but then twisted, the words of Scripture. 
do not… test | what | Luke 4:12 | The Lord had a plan for glorifying Jesus, and it was through the cross, Jesus knew not to test or change the Lord's plans
finished this tempting | what | Luke 4:13 | this is not the only time Jesus is tempted, but this is featured at the beginning of Jesus ministry specifically 
an opportune time | what | Luke 4:13 | Satan is not silly, he waits the right time to bring a temptation, he waits for the best time for him, not for us 
 |  |  | sidenote: temptation doesn't not equal sin, it is the request or opportunity to sin, but it is not the action of sin itself. 

## Sheet: Sheet2

## Sheet: Sheet3
