## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
one day  | when  | Luke 11:1 | Luke beings this section with a chronological separation from the preceeding text 
Jesus was praying | what | Luke 11:1 | notice Luke includes the detail the Lord was praying before teaching on prayer, this exemplifies His prayer life
a certain place | where | Luke 11:1 | Luke is not trying this teaching to a location as much as to the topic of prayer 
one of his disciples | who | Luke 11:1 | again, the specific disciple is not as important as the topic which his question addresses 
Lord, teach us to pray | what | Luke 11:1 | noticing Jesus dedicaiton to prayer, the disciples wants a prayer life that was similar 
John taught his disciples | what | Luke 11:1 | in those days it was common for a rabbi to teach his disciples a certain prayer to be repeated 
when you pray | what | Luke 11:2 | Jesus is pointing out that prayer is to be a constant in the Christian life, not an occasional act 
Father  | who | Luke 11:2 | in those days most Jews who prayed did not address God directly as "father" as this was an intimate term they avoided
 |  |  | remember, Luke is writing his Gospel in Greek, but Jesus taught in Aramaic. This word "father" in the Greek is "pater" which 
 |  |  | literally means "father" or "male ancestor" like "Abraham as our father." (Matt 3:9) however, Jesus likely used the Aramaic 
 |  |  | term "abba" as He did in Mark 14:36 to denote a new level of intimacy with the Father that would be available thru Him
hallowed be Your Name | what | Luke 11:2 | hallowed means "glorified" implying that the disciples should always be praying and living to bring God glory and honor
Your Kingdom come | what | Luke 11:2 | this could be interpreted two different ways. First, the Jews of that time interpreted the Messiah as someone coming in 
 |  |  | authority to be their King and beat back the Romans and re-institute the throne of David as the King of the Jews. Jesus 
 |  |  | however is most likely referring to His second coming where He will reign as the King and fulfill the Davidic Covanent 
Give us… daily bread | what | Luke 11:3 | Jesus is likely drawing on the imagery of God's provision of the daily manna as food for the Children of Israel while 
 |  |  | they were wandering in the wilderness (Exodus 16:4), as Christians we should have the same reliance on our Father
Forgive… our sins | what | Luke 11:4 | forgiveness of sins is not something we can obtain by our own works, it is by the Grace of God
forgive everyone… | what | Luke 11:4 | just as we are forgiven in Christ, we are also to forgive those who have "sinned against us" not that we are the ultimate 
 |  |  | judge of sin, but that sin in others can cause us harm, hurt, offense, etc. It is hypocritical to accept God's forgiveness
 |  |  | but harbor hurt in one's heart and hold a grudge for a human offense 
lead us not into temptation | what | Luke 11:4 | Jesus is not saying that God is our tempter (James 1:13), but rather that we can come to the Lord in prayer and ask for the 
 |  |  | wisdom and guidance of the Father to avoid or withstand temptation. This word can also be "trial" or "hardship" 
then He said to them | what | Luke 11:5 | Luke is tying the following parable and practical application next with the previous teaching on prayer
friend at midnight | what | Luke 11:5 | in first century Palestine hospitality was of the utmost importance. Your credibility, as well as that of our community, would 
 |  |  | be judged by the level of hospitality shown to others. Jesus' listeners would have immediately understood a cultural 
 |  |  | expectation to provide hospitality to someone who came to their home. It was an imperative, not a suggestion.
at midnight | when | Luke 11:5 | the time of travel may seem odd to us today, but in this region and time, night travel avoided the heat of the day 
friend, loan me… bread | what | Luke 11:5 | serving broken bread to a guest was considered an insult to the cultural expectations. Many villages in the time, shared the
 |  |  | responsibility of baking bread as a community effort towards hospitality. 
friend of mine… no food | what | Luke 11:6 | the host goes to the neighbor because he can not provide for his guest, and culturally, hospitality was a community effort. 
children and I are in bed | what | Luke 11:7 | in first century Palestine, most homes were little more than one or two room dwellings. Most families slept on mats in the 
 |  |  | central room of the home with large iron bar locking the front door, to get up, light a lamp, and unbar the front door
 |  |  | represented a large amount of commonition that could wake the rest of the sleeping family 
man's boldness… as needs | what | Luke 11:8 | while Jesus is pointing out the boldness of the host and the helpfulness of the neighbor, this passage should not be 
 |  |  | interpreted as God is "required" to answer our prayers if we ask enough times 
Observation | W | Verse | Thoughts / Details
Ask… Seek… Knock  | what | Luke 11:9-10 | by giving this anaolgy Jesus is encouraging persistence in prayer, one thing we need to keep in mind is that God will always 
 |  |  | answer prayer, but the answer is not always yes. God will provide what is necessary and good for you, and if the answer 
 |  |  | is no, it means God has something better, or knows what you ask is not good for you. 
 |  |  | The Greek verb tense here should be understood as "Ask and keep asking" "Seek and keep seeking" Knock and keep knocking" 
you fathers | who | Luke 11:11 | Jesus is using the anaogy of the earthly father to illustrate the superior character of our Heavenly Father
fish/snake… egg/scorpion | what | Luke 11:11-12 | the fish and egg are both foods, which are again examples of fatherly provision for needs, just as the manna illusion earlier 
 |  |  | the snake and the scorpion are both symbols of evil, as Luke used in the previous chapter (Luke 10:19)
 |  |  | the clear application here is that no loving earthly father would respond with evil to a child seeking provision 
if then… how much more | what | Luke 11:13 | if we can find "good" characteristics in the sinful lives of our own lives, then how much more would the perfect Father be
give the Holy Spirit  | what | Luke 11:13 | the article identifier "the" is not in the Greek text of this verse, it is more accurately translated "give Holy Spirit" ie
 |  |  | not the person of the Holy Spirit, but the gifts and provision OF the Holy Spirit 

## Sheet: Sheet2

## Sheet: Sheet3
