## Sheet: Sheet1
Observation | W | verse | Additional notes
Noah | who | Gen 10:1 | Walked with God, named for "releif"       Sons: Shem, Ham, Japheth
     -    Japheth | who | Gen 10:2 | son of Noah             Sons: Gomer, Magog, Madia, Javan, Tubal, Meshech, and Tiras
             -   Gomer | who | Gen 10:3 | son of Japheth         Sons: Ashkenaz, Riphath, Togarmah
             -   Javan | who | Gen 10:4 | son of Japheth         Sons: Elishah, Tarshish, Kittim, and Dodanim
     -   Ham | who | Gen 10:6 | son of Noah             Sons: Cush, Mizraim, Put, and Canaan
             -   Cush | who | Gen 10:7 | son of Ham               Sons: Seba, Havilah, Sabtah, Raamah, and Sabteca
                     -    Raamah | who | Gen 10:7 | son of Cush              Sons: Sheba and Dedan
                             ?-    Nimrod | who | Gen 10:8 | descendant of Cush
             -   Canaan | who | Gen 10:15 | son of Ham              Sons: Sidon & Heth
 |  |  | Ancestor of                 Jebusite, Amorite, Gergashite, Hivite, Arkite, Sinite, Arvadite, Zemarite, and Hamathite
             -    Mizraim | who | Gen 10:13 | son of Ham               Ancestor of: Ludites, Anamites, Lehabites, Naphtuhites, Pathrusites, Casluhites, Caphrorites… Phillistines
   -    Shem | who | Gen 10:21 | son of Noah             Sons: Elam, Asshur, Arphaxasd, Lud, Aram 
             -     Aram     | who | Gen 10:23 | son of Shem             Sons: Uz, Hul, Gether, and Mash
                     ?-     Eber | who | Gen 10:25 | descendant of Eber    Sons: Peleg, Joktan
                              -    Peleg | who | Gen 10:25 | son of Eber,   during his lifetime people were divided into different languages
                              -    Joktan | who | Gen 10:26 | son of Eber             Ancestor of: Almodad, Sheleph, Hazarmaveth, Jerah, Hadoram, Uzal, Diklah, 
 |  |  |                                                       Obal, Abimael, Sheba, Ophir, Havilah, and Jobab
Canaan | who |  | Son of Ham, was cursed by Noah in Gen 9 destined to be enslaved to the slave to Shem's ancestors
Nimrod | who |  | descendant of (not necessarily direct son)  of Cush of Ham, first heroic warrior, great hunter, name means rebel
Shem | who | Gen 10:21 | Shem is the older brother of Japheth
Babel | where | Gen 10:10 | where the now infamous tower will be built, also the same word in Hebrew as Babylon, which subjugated the Hebrews in exile
Assyria | where | Gen 10:11 | on of the nations that would later subjugate the Hebrews in exile
Nineveh | where | Gen 10:11 | Israel's enemy, the evil and wicked city to which Jonah was called to preach that they should repent
"the older brother" | what | Gen 10:21 | this is best translated the oldest brother, Shem is listed first in every account, then last here because his line is the focus
earth was divided | what | Gen 10:25 | this is looking forward to the divison of languages at Babel

## Sheet: Sheet2

## Sheet: Sheet3
