## Sheet: Sheet1
Observation | W | verse | Additional notes
some time later | when | Gen 40:1 | some time after Joseph was thrown into the prision by Potiphar
chief cup-bearer | who | Gen 40:1 | a servant of Pharoah, the one who would prepare the drink Pharoah would drink
chief baker | who | Gen 40:1 | a servant of Pharoah, the one who would prepare the bread Pharoah would eat 
became angry  | what | Gen 40:2 | many different theories have been given for what their transgression was, the text does not say
in prison, where Joseph was | where | Gen 40:3 | the anger of Pharoah directly led to the servants being put with Joseph 
looked after them | what | Gen 40:4 | while in the prison, Joseph has given charge over the two servants 
while in prison | where | Gen 40:5 | the two servants were placed in proximity to Joseph BEFORE the dreams came 
each had dreams | what | Gen 40:5 | each servant had his own dream
the same night | when | Gen 40:5 | while the servants had two separate dreams, they received them on the same night in the same place 
they looked upset | what | Gen 40:6 | the dreams from the Lord upset them emotionally, to the point it was noticeable
both… what they mean | what | Gen 40:8 | the pharoah's servants both recognized that these were not ordinary dreams, each had a special meaning
interpreting is God's business | what | Gen 40:8 | Joseph has not forgotten the dreams from his past, but now realizes it was God who was the true interpreter
tell me your dreams | what  | Gen 40:8 | while the interpreting of dreams is God's buisness, Joseph recognizes his part as the Lord's servant. 
cup-bearers dream | what | Gen 40:9-11 | the imagery of vines, grapes and wine would be common to someone of that time, especially for a cup-bearer
three days, restore you  | what | Gen 40:13 | the trusted servant of the Pharoah was in prison for three days before being fully restored to his posiion
remember me when… | what | Gen 40:14-15 | Joseph makes to bones about asking for help, he remembers his old life and attests to his innocence
baker's dream | what | Gen 40:16-17 | like the cup-bearer, his dream also used symbols clear to the dreamer bread, pastries, birds, baskets, etc
three days later | when | Gen 40:20 | both dreams came on the same night and had the same time-table… three days 
Pharoah's birthday | what | Gen 40:20 | a reason for both celebration of eating and drinking, some have theorized the two servants interferred with this event 
restored / impaled  | what | Gen 40:21-22 | both of Joseph's interpretations were correct
forgot all about Joseph | what | Gen 40:23 | it is tempting to look only at the servant and think that he "forgot" about Joseph on his own and therefore is undeserving of 
 |  |  | his newly found freedom. But, if we truly believe that God is the source of the dreams and their interpretations, then it is not 
 |  |  | the servant, but God who delayed his "remembering" until the time was right for Joseph to complete God's plan. 

## Sheet: Sheet2

## Sheet: Sheet3
