## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
then seizing Him | who | Luke 22:54 | Luke continues the action from the previous scene of confrontation in verses 52 and 53 
house of the high priest | where | Luke 22:54 | most scholars agree that this is Caiaphas' house, though Luke doesn’t mention the name it is in John 18:13,24
Peter  | who | Luke 22:54 | one of the "inner three" of the disciples, Peter will come to play a prominent role in the book of Acts 
followed at a distance |  where | Luke 22:54 | the "distance" should not be interpreted as lack of faith, but rather the level of caution and desire to see where they were
 |  |  | taking the Savior 
when they had… fire | when |  Luke 22:55 | Luke gives a small detail that Peter waited while the outside servants prepared a fire and sat around it 
middle of the courtyard | where | Luke 22:55 | Peter is no longer "at a distance" but close enough to speak with the servants and be seen by Jesus (v61)
A servant girl | who | Luke 22:56 | the gospel accounts all agree that the first question posed to Peter is by a female servant 
she looked closely  | what | Luke 22:56 | in the firelight and darkness of early morning, the servant girl was astute enough to recognize Peter in the dim light 
was with Him | what | Luke 22:56 | the accusation here is that Peter was WITH Jesus the proximity to the Savior changed from blessed to endangered 
he denied it  | what | Luke 22:57 | here Peter begins the threefold denial that the Savior had previously told him he would do (v34)
a little later |  when | Luke 22:58 | Luke includes the detail that some time passed between Peter's first denial and his second 
also one of them  | what | Luke 22:58 | again, the accusation leveled at Peter was His relationship to Jesus and the other disciples 
man, I am not | what | Luke 22:58 | the words in English don't necessarily convey the vulgarity of the denial, Peter cursed the latter two accusers 
an hour later  | when | Luke 22:59 | again, Luke includes more time betewen the second and third denials
he is a Galilean | what | Luke 22:59 | for the third time, Peter's association with Christ is questioned, this time because of his accent 
man, I don’t know… | what | Luke 22:60 | for the second time, Peter uses a vulgarity to express the strength of his denial of association with Jesus
just as he was speaking | what | Luke 22:60 | Luke uses this phrase to tie Peter's third denial to the sound of the rooster verifying the Savior's prophecy earlier 
looked… at Peter | what | Luke 22:61 | Jesus at this point has been brought out into the courtyard and that is why He is able to see Peter in the final denial 
went outside… wept  | what | Luke 22:62 | Peter is heartbroken by his own lack of faith and denial of His Savior, in addition he is faced with the fact that not only 
 |  |  | did he deny the Christ, but that the Christ saw him do it 
men who were guarding | who | Luke 22:63 | these were likely Jewish Temple guards, not Roman Guards 
mocking and beating | what | Luke 22:63 | the level of disrespect and hubrice of the guards is a reflection of the chief priests and elders disdain for the Savior 
 |  |  | Jesus had already told His disciples this would happen, see Luke 18:32
Prophesy who hit you | what | Luke 22:64-65 | here the game of the guards is to further insult the Lord's ability to know the future, sadly, He could have answered them
 |  |  | in His love for us, He allowed the guards to treat Him this way 
at Daybreak | when | Luke 22:66 | it is important to note that the official Jewish trial of Jesus could not have begun until daybreak because
 |  |  | (a) the Sanhedron could not legally holda  trial at night 
 |  |  | (b) they wanted to be ceremonially clean for Passover, so they could not break the law on this night 
if you are the _______ | what | Luke 22:67 | some Bible translation will say "If you are the Messiah" and some will say "If you are the Christ"  these questions mean the 
 |  |  | same thing because Christ /christos/ is the Greek word for the Hebrew word Messiah 
if I tell you | what | Luke 22:67-68 | here the religious leaders are "trapped" by their own arrogance and hypocrisy. They refuse to recognize Jesus as the Messiah
 |  |  | but also refuse to give an answer of who He might be because they are afraid of the people. 
Son of Man | what | Luke 22:69 | this is a Messianic term taken from Daniel 7:13
right hand of God | what | Luke 22:69 | the "right hand" was considered the place of honor, while being tried and dishonored by men, the Lord prophesied that He 
 |  |  | will in fact be honored by God Himself at His honored side 
they all asked  | what | Luke 22:70 | unfortunately, the Sanhedron is asking the right question, but with the wrong motive. They do not want to recognize Jesus
 |  |  | as the promised Messiah He was, but rather only want to kill Him and get Him out of the way of controlling the people 
You say that I am | what | Luke 22:70 | Jesus here illustrates that they are speaking truth, but with wicked hearts that do not honor God 
do we need any more… | what | Luke 22:71 | the men of the Sanhedron have no further reason to ask the Lord any questions, because His words here are virtually 
 |  |  | claiming that God is His Father, this then is ultimate blasphemy and is all they need. 

## Sheet: Sheet2

## Sheet: Sheet3
