## Sheet: Sheet1
Observation | W | verse | Additional notes
the cross | what | John 19:17 | In Roman tradition, Jesus carried his own cross, just the crossbeam. The other gospels also include Simon of Cyrene here
Jesus (himself)  | who | John 19:17 | Son of God, Savior of the World, 2nd Member of the Trinity, Light of the World, General Awesomness #1
Golgatha / Place of the Skull | where | John 19:17 | the word Calvary comes from the greek word "calvaria" which means skull, it's all the same place
Two criminals  | who | John 19:18 | to add insult to Jesus, two criminals were hung on either side, one of them came to faith (Luke 23-39:43)
Pilate | who | John 19:19 | the Roman prefect over the area, the final authority to execute Jesus
Jesus of Nazareth | who | John 19:19 | though Jesus was not born in Nazareth, he was known from there, partly as an insult (John 1:46)
King of the Jews | what | John 19:19 | intended as an accusation, the statement is both presently true and prophetic of His second coming (Rev 19:16)
Three languages | what | John 19:20 | Even at the cross, the message of Jesus as the King was spread to both Jews and Gentiles
leading priests objected | what | John 19:21 | The priests, still blinded by their religious overatures coulnd't see the truth of Pilate's simple statement about Christ
the soliders | who | John 19:23 | only John records that there were four soliders to crucify Jesus
divided garments, threw dice | what | John 19:24 | both events are prophetic coming from Psalm 22:18
four women | who | John 19:25 | Mary (mother of Jesus), sister of Mary mother of Jesus, Mary (wife of Clopas), and Mary Magdalene
here is your mother/son | what | John 19:26-27 | it is possible, the unidentified woman is the mother of John, making Mary (mother of Jesus) his Aunt
I am thirsty | what | John 19:28 | this is to fulifll prophetcy from Psalm 22:15 & 69:21 
hyssop branch | what | John 19:29 | the same hyssop branch was used in the original Passover in Exodus to spead the lamb's blood (Ex12:22)
It is finished! | what | John 19:30 | The work had been accomplished, the atonement for sin once and for all had been paid
He released His spirit | what | John 19:30 | Jesus fulfilled His own prophecy that no one would take His life, but rather He would give it up freely in John 10:18
the day of preparation | when | John 19:31 | the day of preparation is Friday before Sundown, they would use this time to prepare for the Sabbath
didn't want the bodies hanging | what | John 19:31 | the Jewish leaders didn't want the bodies hanging on the Sabbath, especially on the Passover
hasten death / legs broken | what | John 19:31 | cruxifiction could take days until you suffocated you would have to lift yourself on the nail through your feet to breathe
bones not broken | what | John 19:37 | God required that the passover lambs not have any broken bones, thus Jesus as the final sacrifice could not either
blood & water flowed | what | John 19:34 | the blood & water showed Jesus was dead, it also could be a symbol of the Holy Spirit coming through the death of Christ
Joseph of Arimathea | who | John 19:38 | member of the Sanhedron, yet remained silent during Jesus trial, now risked retribution and uncleaness for Jesus
Nicodemus | who | John 19:39  | another member of the ruling council who had previously come to Jesus at night (John 3) now in the day 
the tomb was close | what | John 19:42 | the tomb wasn't a special one, it was just what was close and available at the time, not special honor here

## Sheet: Sheet2

## Sheet: Sheet3
