## Sheet: Sheet1
Observation | W | verse | Additional notes
Some Greeks | who | John 12:20 | in a literal sense, one who is a Greek by nationality or citizenship, loosely, those who are not Jews, Gentile
Jerusalem | where | John 12:20 | the City of God, the center of Jewish faith and governance, home of the Temple, in Judea
Passover Celebration | when | John 12:20 | the annual celebration remembering the Exodus story, a required festival for all Jewish males (Deut 16:16)
Philip | who | John 12:21 | one of Jesus first called disciples (John 1:43) he was also from the village of Bethsaida in Galilee
Bethsaida | where | John 12:21 | a small fishing village on the north side of the Sea of Galilee the name literally means "House of the Fishermen"
Galilee | where | John 12:21 | a rural area of farming and fishing villages in northern Jerusalem, a primary place of ministry for Jesus
Sir | who | John 12:21 | Greek word G2962, literally "one who makes decisions for another" used as a sign of respect and submission 
Jesus | who | John 12:21 | the Son of God, Promised Messiah, Savior of the World, 2nd Member of the Trinity, all around cool guy
Andrew | who | John 12:22 | a fishermen by trade, the brother of Peter, and a disciple of John the Baptist before following Christ (John 1:36)
Son of Man | who | John 12:23 | and Old Testament prophetic term for the promised Messiah 
enter into his glory | what | John 12:23 | Jesus is prophetically talking about His death at Calvary and His resurrection from the dead
kernel of wheat | what | John 12:24 | a perfect example from the everday life of his audience of abundant life coming from a single death
in this world… loose it/keep it | what | John 12:25-26 | Jesus teaching that there is a direct correlation between the actions in this life and the next 
soul is deeply troubled | what | John 12:27 | Jesus did experience emotional turmoil, but in the midst of it reminded Himself of His mission
Father bring glory to  Your name | what | John 12:28 | in the midst of trial and turmoil, Jesus didn't ask for anything for Himself, but that God's name would be glorified
voice from Heaven | who | John 12:28 | like at the day of His baptism, God the Father speaks from Heaven to confirm His presence in Jesus life
Satan | who | John 12:30 | a "prince of the air" the Fallen Angel who now holds command of the legion of fallen Angels, the Liar, Tempter, Accuser
Scriptures (Law)  | what | John 12:31 | the Old Testament Law or for us today, the Old Testament as a whole, pointing towards Christ
light | what | John 12:35 | Jesus is the light of the World, John 1:1
darkness | what | John 12:35 | the competing elements of light and dark are key themes in John, darkenss being sin, ignorance, lack of God's presence
they still did not believe | who | John 12:37 | mainly the Jews, but all those who have been witnesses of His miraculous acts of ministry
many even of the authorities | who | John 12:42 | there were those coming to faith from within the Temple, Nicodemus and Joseph of Aramathea are two we know of
Pharisees | who | John 12:42 | a group of conservative Jewish priests zealous for the Law and legalistic in their practices

## Sheet: Sheet2

## Sheet: Sheet3
