## Sheet: Sheet1
Observation | W | verse | Additional notes
then people | who | Gen 6:1 | humanity, all human beings born on the earth
daughters  | who | Gen 6:1 | though it takes male & female to reproduce, all mankind is born to Eve's daughters
Sons of God / Beautiful Women | who | Gen 6:2 | There are several views of who this could be: 
 |  |  | Sons of God (Job 1:6, 2:1), are fallen angels that took mortal women (daughters of men) and had children, corrupting creation
 |  |  | Sons of God are male decendants of Seth & the women are the decendants of Cain, this corrupted the righteous line of Seth
 |  |  | Sons of God are early rulers or kings who established dynasties through polygamous marriages, corrupting marriage
 |  |  | Sons of God simply speaks of all male humans and daughers speaks of all female humans 
will not put up with | what | Gen 6:3 | regardless of the view of the characters in 6:2, the sinful depravity of man had reached a level that prompted a response
120 years | when | Gen 6:3 | in response to the spirilling depravity of man's wickedness, God limits man's life span to no more than 120 years
Nephilites | who | Gen 6:4 | depending on your view of 6:2, they are either large humans or angelic/human hybrids, the word is also used in Numbers 13:33
heroes / warriors | who | Gen 6:4 | regardless of your view from 6:2, the children of the Nephilites became legendary heroes & warriors
human wickedness | what | Gen 6:5 | by this time, humanity had sank to vile depravity in sin. Sin had fully infected and influenced the hearts & minds of us all 
the Lord was sorry | what | Gen 6:6 | this is best understood as "painned or greived" but not regret, created in God's image, man now only sought sin
I will wipe out | what | Gen 6:7 | first, this is in response to sin. Second, God is saving humanity from the effects of unmitiaged depravity
Noah | who | Gen 6:8 | the son of Lamech, a type or foreshadow of Christ, mostly known for his role in the Flood story
found favor with God | what | Gen 6:8 | in the midst of all the sin and depravity of man, Noah still found favor, ie lived righteously 
Noah's characteristics | what | Gen 6:9 | Noah was righteous, the ONLY blameless person, and walked in close fellowship with God
filled with violence | what | Gen 6:11 | the word for violence here means: violent, wrong, cruel, or oppressive action
decided to destroy | what | Gen 6:13 | like severing an inflected body part, God purifies humanity through Noah's family giving us another chance 
build a large boat | what | Gen 6:14 | Noah, now called to be a carpenter, brings man salvation from God's judgement in a vessel made of wood
cover the earth | what | Gen 6:17 | some have tried to explain the flood as a local story, Scripture is clear it's the whole earth
8 people on the boat | what | Gen 6:18 | Noah's favor with God saved his whole family
pairs of animals | what | Gen 6:20 | While God's judgement does kill most of animal kind, they are saved and reborn fresh as humanity is 
enough food  | what | Gen 6:21 | even in the midst of God's judgement and salvation, we see God's provision for His creation 

## Sheet: Sheet2

## Sheet: Sheet3
