## Sheet: Sheet1
Observation | W | verse | Additional notes
Jesus | who | John 8:1 | the Son of God, Promised Messiah, Savior of the World, 2nd Member of the Trinity
Mount of Olives | where | John 8:1 | an area of higher elevation on the eastern side of the city of Jerusalem
early the next morning | when | John 8:2 | literally what it means
at the Temple | where | John 8:2 | the Temple at Jerusalem, Herod's Temple, the resident place of God's presence on earth, the place of worship and forgiveness
A crowd | who | John 8:2 | again, we see a group of un-named persons being a participting character in the story of Jesus' ministry
sat down & taught them | what | John 8:2 | Jesus again, placed Himself doing His Father's business and teaching the people of Isreal
As He was speaking | when | John 8:3 | the timing is obviously intentional as the purpose was to trap Jesus (v6) the presentation of this woman was not an accident
teachers & Pharisees | who | John 8:3 | the leading teachers and rulers of the Jewish people's religious law, legalistic self-righteous religious men
a woman | who | John 8:3 | adultery requires two active participants, yet only the woman is brought before Jesus, this contradicts the Law (Lev 20:10)
Teacher  | who | John 8:4 | G1321 /de-DAH-skeh-loss/   literally a teacher, but not the same as the term "Rabbai" which would have shown submission
caught in the act of adultery | when | John 8:4 | this woman was caught in the act, there is no mistake about her innocence of the situation, she is guilty
Law of Moses | what | John 8:5 | The law that Moses took down from God that would set The Lord's people as His and His alone
Moses | who | John 8:5 | the Deliverer of the Jewish people from their first exile in Egypt, 10 Plagues, burning bush, first judge of Isreal
stone her | what | John 8:5 | a method of capitol punishment required for those who commit adultery (Lev 20:10)
what do you say?  | what | John 8:5 | the arrogance that drips from this question is startling. The pharisees in their prideful religiousity thought they knew it all
they were trying to trap him | what | John 8:6 | John, in the voice of the narrater, gives us the understanding that this episode is all a rouse to trap Jesus in a loose-loose
something they could use | what | John 8:6 | They had no accusation to make against Jesus, so they were trying to manufacture one in order to accuse him
stooped down and wrote | what | John 8:6 | how interesting that they are trying to trap Jesus with the Law, when He is infact the author of it
kept demanding an answer | what | John 8:7 | The impatience on the part of the Pharisees also reveals their evil intent, patience is better than pride (Ecc 7:8)
one who has never sinned | what | John 8:7 | as the teachers of the Law, they had become to see themselves as the judges of the Law as well, Jesus reminds them of their sin
throw the first stone | what | John 8:7 | since all men have sinned (Rom 3:23) God alone is the proper authority to hand out judgement according to His law
wrote in the dust (twice)  | what | John 8:8 | the only other times that God "wrote" is the 10 commandments, which were also written twice
when they heard this… | when | John 8:9 | when the Lord speaks, it changes things. They were sure they had Jesus trapped, until He spoke
beginning with the oldest | what | John 8:9 | giving the idea that the older ones are also the wiser ones and saw that their trap had failed
the slipped away | what | John 8:9 | interstering how a situation designed to expose one woman's sin, ending exposing everyones
only Jesus was left | what | John 8:9 | being the only one who could stay because He was sinless, He had the right to judge and kill her
where are your accusers | what | John 8:10 | Jesus, escaping a trap laid by a quesiton, now sets this woman free with a question of His own
no, Lord | who | John 8:11 | the word "Lord" here is G2962 /KU-ree-os/ which means owner, master, one who decides or has control of 
neither do I | what | John 8:11 | Jesus had the ability and right to execute this woman, but did not, in spite of the Law, He showed mercy
Go and sin no more | what | John 8:11 | the final command of Jesus to "Go." (take your freedom) and "Sin no more." (live your freedom righteously) 

## Sheet: Sheet2

## Sheet: Sheet3
