## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
as he looked up | what | Luke 21:1 | Luke is tying the events he is about to depict with his statements from the previous chapter
Jesus | who | Luke 21:1 | Son of God, 2nd member of the Trinity, promised Messiah
rich putting their gifts | what | Luke 21:1 | Luke is giving us an example of how the society worked in those days. The rich are giving their gifts out of their
 |  |  | abundance, not sacrificially or out of their devotion. It doesn't cost them anything
poor widow | who | Luke 21:2 | as we learned last week, widows were the lowest of the low in Jesus' day
two copper coins | what | Luke 21:2 | commonly referred to as mites. The value of these coins was roughly 1/8th of a penny in today's money, or 1/128th
 |  |  | of a denarius, which was a day's wage
more than all the others | what | Luke 21:3 | out of her poverty she gave all she had to her God, while the rich gave out of abundance and for attention
all she had to live on | what | Luke 21:4 | Luke is comparing how the the tewo groups valued their giving. The widow gave everything to her God, while the rich
 |  |  | gave out of their surplus, they had plenty of money to go around
not one stone…left on another | what | Luke 21:6 | there are three different ways that scholars view this passage:
 |  |  | that Jesus is describing the destruction of the temple by the Romans in AD 70
 |  |  | that Jesus is describing the destruction of the temple during the Tribulation
 |  |  | that Jesus is describing the destruction of the temple in AD 70 as a foreshadowing of the Tribulation
many will come in my name | what | Luke 21:8 | Jesus is warning about the many false prophets that will rise between the time Jesus is speaking of false prophets that will come
 I am He / do not follow  | who | Luke 21:8 | Jesus is also warning that false Messiah's will also come, The Savior warns His followers not to follow the False Christs
the time is near | when | Luke 21:8 | Jesus is  calling His disciples to be aware of the limited time before these events will occur
wars, earthquakes, signs… | what | Luke 21:10-11 | Jesus clearly describes cataclysmic events that will herald the end of days 
must happen first  | what | Luke 21:21:9 | the order of events of the End Times is often misunderstood, Jesus is clear is will be bad before He returns 
before all this | when | Luke 21:12 | before the events of the end of days, there will be harsh treatment of the disciples 
persecute you | what | Luke 21:12-19 | I (Pastor Bill) believe the events described here are fufilled in the book of Acts through to the Roman persuction of the Chruch
I will give you words | what | Luke 21:15 | we should trust the Lord will help us represent Him in the best way as we seek to share our faith with others today 
Jerusalem surrounded | what | Luke 21:20 | again, this can be AD 70, the future Tribulation, or the former as a foreshadowing of the latter 
flee to the mountains | where | Luke 21:21:9 | the common though of the day would be to flee to a walled city, like Jerusalem, but in this case that would not be possible
fulfillment of all that is written | what | Luke 21:22 | it is important to note that despite disagreements, all Christians are trying to interpret the Bible, not re-write it
time of the gentiles | when | Luke 21:24 | "Time of the Gentiles" is from when the Babylonians sacked Jerusalem in 586 BC ( 2 Kings 25 ) until the second coming of Jesus
sun, moon, stars | what | Luke 21:25 | Jesus tells us that when the end times occur, there will be celestial signs of its coming 
tossing of the sea | what | Luke 21:25 | Jesus tells us that when the end times occur, there will also be terrestrial signs of its coming
Son of Man | who | Luke 21:27 | this is an Old Testament term for the Messiah from Daniel 7:13
coming in a cloud | what | Luke 21:27 | the angels at Christ's ascension told the disciples He would return "in the same way" (Acts 1:11) 
redemption is drawing near | what | Luke 21:28 | Christians should not fear the End of Days, it is the herald of Christ returning to bring not only our salvation but the final 
 |  |  | defeat of sin and death. 
Observation | W | Verse | Thoughts / Details

## Sheet: Sheet2

## Sheet: Sheet3
