## Sheet: Sheet1
Observation | W | verse | Additional notes
The Lord | who | Gen 12:1 | the ever-existant Jehova God, Creator, Judge, Primary member of the Trinity, Heavenly Father
Abram | who | Gen 12:1 | the man who will become Abraham, progenator of the Hebrew nation and the first partriarch of the Jewish people
your native country | where | Gen 12:1 | at the end of the preceeding chapter, Abram, Sarai, and Lot settled in the land of Haran. 
your relatives / father's family | who | Gen 12:1 | this represents the final "choosing" of Abram and his line from those of his kin
land I will show you | where | Gen 12:1 | we know now this is the land of Caanan, same land they were set to reach at the end of chapter 11 before they stopped
will make you into a… nation | what | Gen 12:2 | this is the first appearance of the Abrahamic Covenant, just as man leaves his father/mother to join in marriage, so he leaves
bless you and make you… | what | Gen 12:3 | as part of the fulfilling of the Abrahamic Covenant, God will  bless and guide the coming nation of Israel
bless those who bless you | what | Gen 12:3 | part of the original promise for Abraham is that blessings will extend from His line to those who bless it, and the reverse
all the families… blessed | what | Gen 12:3 | this happened already. Jesus, the perfect sacrifice that through His blood has provided a "blessing" of salvation to all
departed as...Lord instructed | what | Gen 12:4 | even this early in the narrative, we see Abram followed the Lord on faith, as Lot followed Abram
Lot | who | Gen 12:4 | the newphew of Abram
75 years old  | when | Gen 12:4 | the age of Abram whe he left Haran towards Caanan
Sarai | who | Gen 12:4 | the wife of Abram, later to be renamed Sarah
wealth and livestock | what | Gen 12:4 | when Abram followed the Lord, it took ALL that he had, there was nothing held back or left out
the Lord "appeared"  | what | Gen 12:7 | the word "appeared" in the Hebrew lterally means "to see, look at, inspect, perceive"… this is a literally appearance
will give this land | what | Gen 12:7 | the Abrahamic covanent has always included the physical land promised to the nation of Israel
to your descendants | what | Gen 12:7 | the Abrahammic coventant from it's inception has always extended to the biological descendants of Abram
build another alter | what | Gen 12:8 | Abram's worship of the Lord was a part of his faith as he followed the Lord's direction
a severe famine struck | what | Gen 12:10 | this is the first real test of Abram's faith while following God, sadly, he doesn't do too well
go down to Egypt | where | Gen 12:10 | rather than staying in the Land the Lord has given Him and trusting Him, Abram decides to "help" God and goes to Egypt 
please tell them… my sister | what | Gen 12:13 | Abram lies and sins in order to protect himself, at his wife's expense. This illustrates selfishness and lack of faith on his part
treat me well b/c of you | what | Gen 12:13 | Abram's sinful deciet is driven from a selfish motivation, he uses his wife's beauty and body to gain for himself wealth/money
taken into his palace | what | Gen 12:15 | Sarai is made one of the Pharoah's haram. This includes sex, which is adultery. Abram is also guity as it was his idea
gave Abram many gifts | what | Gen 12:16 | Abram received wealth and influence at his wife's expense, this is no different than the "work-a-holic" culture of today
Lord sent plagues | what | Gen 12:17 | the plagues are sent as a judgement against the sin of Pharoah and Sarai, Pharoah however didn't know
Pharoah accused him | what | Gen 12: 18 | Pharaoh lays the blame for the plagues at Abram's feet as he was the designer of the sin by deceiving Pharoah
Pharoah sent him… | what | Gen 12:20 | after his sin and deception is discovered, Abram is forced out of Egypt. You can't conceal sin forever. 

## Sheet: Sheet2

## Sheet: Sheet3
