## Sheet: Sheet1
Observation | W | verse | Additional notes
Dinah | who | Gen 34:1 | the daughter of Jacob and Leah
women who lived in the area | who | Gen 43:1 | unnamed and un-numbered group of ladies, the only somewhat clear description is that they were most likely pagans
Shechem | who | Gen 34:2 | the first time he is mentioned, a pagan, the son of Hamor the Hivite
Hamor, the Hivite | who  | Gen 34:2 | father of Shechem not a local leader, but clearly respected as he was able to convince the men to accept circumscision
seized and raped | what | Gen 34:2 | there is no mistaking this action as anything other than rape, no action after the fact (loved her) can excuse the act here
fell in love… tender words | what | Gen 34: 3 | the reversal of Shechem's actions toward Dinah are vile, first forces physical sex only then to speak kindly to win her heart 
said to his father… get me  | what | Gen 34:4 | this is not uncommon for the time period, almost all marriages then (and some even now) are arranged by the parents 
said nothing until they returned | what | Gen 34:5 | Jacob's patience should not be sees as evidence of indifference, waiting before rushing can be both wise and strategic
Hamor came to discuss | what | Gen 34:6 | this is an example of how marriages were brokered in ancient times, between the father's of the "happy couple" 
shocked and furious | what | Gen 34:7 | the immediate and severe anger from the brothers is further evidence that this acts was as horrible as rape really is
let him marry her | what | Gen 34:8 | the marriage still had to be allowed by the father of the bride. We see this today in "asking the dad" before the propsoal
arrange other marriages too | what | Gen 34:9 | Hamor is now tempting Jacob to mix the bloodline, which God does not want, Jacob had to travel to find his wives
live among us, land is open to you |  | Gen 34:10 | in a largely unknown moment of humor, Hamor is offering the land (that's been promised to Jacob) to Jacob for purchase
no matter what the dowry | what | Gen 34:12 | the "whatever" offer made by Shechem here will ultimately be their undoing, but it does show he may have real feelings for Dinah
Jacob's sons… deceitfully | what | Gen 34:13 | from the outset, we are told the the "sons" are being decieptful, also to their father (who decieved his own father in Gen 27:19)
every man… circumcised | what | Gen 34:14-15 | Dinah's brothers take Shechem's offer and now place it on 'every' male creating a weakend defense force 
then… give our daughters | what | Gen 34:17 | the brother's deepen the ruse by using the women in Israel as the "reward" if they pagan men accept circumcision
the town gate | where | Gen 34:20 | the town gate was the seat of authority for the people who lived there, this is why the decision had to be presented here
will eventually be ours | what | Gen 34:23 | the movitation of the Hivites is clear, they are only interested in the self-gain that taking Israel propery and women
three days later | when | Gen 34:25 | the sons of Israel wait three days to let the "gravity" of the circumcision set in
Simeon and Levi | who | Gen 34:25 | sons of Jacob and Leah, full brothers to Dinah, in this instance, the men who are bringing judgment for the act of rape
slaughtered every male | what | Gen 34:25 | the retribution for the rape of Dinah is swift and without mercy. Sin always leads to death, sexual sin always tears families apart
took Dinah from Shechem | where | Gen 34:26 | Dinah's presence at the home should not be seen as evidence of a marriage to Shechem, she is there, that is all that is clear
rest of Jacob's sons | who | Gen 34:27 | the rest of the "band of brothers" now sweeps through and takes the material possessions
 |  |  | interestingly, it was the material things that the Hivites planned to take from Isreal, that they end up loosing to them instead
children and wives | who | Gen 34:29 | the wives and children of the pagan Hivities are now "one" in a sense with Israel as they are taken captive by them
you have ruined me | what | Gen 34:30 | Jacob sees the actions of his sons as reason for the other Caananites to unite against him… this never happens. 

## Sheet: Sheet2

## Sheet: Sheet3
