## Sheet: Sheet1
Observation | W | Verse | Thoughts / Details
Caesarea | where | Acts 10:1  | a Phoenician sea port city rebuilt and renamed by Herod the Great at the coast of the Mediterranean 30 miles north of Joppa
Cornelius, a centurion | who | Acts 10:1  | a centurion is a commander of a 100 man unit in the Roman Military, he would have had to be a man of good character 
 |  |  | courage, and a strong leader to be in command of such a responsibility 
all his family  | who | Acts 10:2 | his family refers to not only his blood or marital relationships, but those living in his estate 
devout / God-fearing | what | Acts 10:2 | a "God fearer" is a gentile who has respect for and fear of the One true God of Judaism, but does not live according to the 
 |  |  | dietary restrictions and other laws that would be obeyed by a full proselyte coversion to Judaism, this means he is a man
 |  |  | of faith in God, but not in obedience to the Old Testament Laws 
gave generously / prayed  | what | Acts 10:2 | here we have a brief description of the outworkings or "evidence" of Cornelius' faith. He not only had faith in God, but 
 |  |  | that faith yeilded generosity for those in need and a desire to pray to the Living God 
One day / 3:00pm  | when | Acts 10:3 | Luke inserts a small chronological marker here in this verse in order to illustrate the speedy sucession of events 
had a vision  | what | Acts 10:3 | God can and will choose to speak to whomever He selects, remember God spoke to Pharoah of Egypt in a dream (Gen 41:1-7)
saw an angel of God | what | Acts 10:3 | Luke describes Cornelius' vision as one that he "saw" visually, an angel of God is a messenger dispatched by the Almighty
what is it, Lord? | what | Acts 10:4 | Cornelius' first response is to see himself as in submission to the One who sent the angel. This is seen in the word used
 |  |  | here for "Lord" which is /KOOR-ee-os/ which means "one who has authority over me" 
memorial offering | what | Acts 10:4 | God has not only seen and heard, but is pleased with the prayers and acts of faith that Cornelius has performed.
Joppa | where | Acts 10:5 | Joppa is another city by the sea south of Cornelius' home 
specific directions | what | Acts 10:5-6 | the Lord's instuctions to Cornelius' are not vague in any way, the names and places are clear and thus denote a divine
 |  |  | appointment for Cornelius to have Peter come to his home
two servants / devout soldier | what | Acts 10:7-8 | here we see the two men from Cornelius' home are already described as devote (10:2) and the soldier sent with them is here
 |  |  | also described as a devout man. Thus the man of faith sent other men of faith to this divine appointment 
noon the following day  | when | Acts 10:9 | we see that little time was wasted between the angel speaking to Cornelius and the servants reaching Joppa
Peter  | who | Acts 10:9 | a fisherman, disciple, apostle, one of the Savior's "inner three" closer disciples 
up on the roof  | where | Acts 10:9 | the roof would have been an "out of the way" place for Peter to spend some uninterupted time in prayer 
hungry / trance | what | Acts 10:10 | Luke describes Peter's hunger, and then immediatley tells the reader Peter falls into a trance. This should not be seen as 
 |  |  | a recipie for communicating with the Lord, but rather that God can and will speak to his people in dreams, the trance 
 |  |  | is a more direct vision that that of Corneliu's visitation, this is coming from God Himself without an angelic messenger 
heaven / sheet / four corners | what | Acts 10:11 | Peter's vision comes from God Himself (heaven) is directed to Peter himself (in trance) applies to the whole world itself 
 |  |  | (four corners) and is reminiscent of Jesus own words in Acts 1:8 that the Gospel would reach the "ends of the earth" 
all kinds of animals | what | Acts 10:12 | not all the animals in Peter's vision are unclean, however man were, see Leviticus 11 for a more detailed description
Get up / kill / eat  | what | Acts 10:13 | Peter is given three separate commands. The first (Get up) requires him to leave his current position in order to get to the
 |  |  | next task. The second step (kill) requires the death of something in order to accomplish the third task. The final step (eat) 
 |  |  | requires Peter to take in to himself that which he is unfamiliar or even resistent to. This is both shocking and troubling 
 |  |  | for Peter as we see in his response to the Lord 
surely not Lord | what | Acts 10:14 | Peter in one sentence recognizes he is speaking with the God of Heaven and defends his own human disobedience 
I have never  | what | Acts 10:14 | Peter's frame of reference for his response is his own experience. As a pious Jew, he would never had eaten anything unclean
 |  |  | this would also have prevented him from eating in the home of any one not serving clean foods. This creates a relational 
 |  |  | barrier between Jews and Gentiles that Peter will soon see is no longer valid 
Observation | W | Verse | Thoughts / Details
God has made clean | what | Acts 10:15 | here we see the Lord correcting Peter who is holding to the "old ways" in opposition to what the Lord is speaking to him here
three times | what | Acts 10:16 | the thrice repeated instruction confirms to Peter that he did in fact hear the Lord correctly. It also recalls Peter's three time
 |  |  | denial of Jesus, three time witness of "Peter do you love me" and the three men about to be at the front gate 
while Peter was wondering | when | Acts 10:17 | notice Luke keeps the narrative movement tight and rapid. Peter is still considering the dream, when the men arrive 
they called out | what | Acts 10:18 | the gentiles, respecting the Jewish home, did not enter it but rather called out from the gate to accomplish their task 
 |  |  | without defiling the "clean" nature of the Jewish home 
do not hesitate to go | what | Acts 10:19-20 | Peter is still pondering the Lord's vision when the Spirit speaks to him again saying get up and go, do not hesitate. Surely 
 |  |  | Peter would havd been able to see that they were Gentiles and in his "old man" Jewish nature may have negleted to go, the 
 |  |  | Spirit ensures Peter understands the point by telling him directly to go with the three men 
Why have you come?  | what | Acts 10:21-22 | Peter asks the "why" quesiton which is not disobedient to the Spirit's instuctions, but rather curious as to the nature of 
 |  |  | his now Spirit given mission. The servants confirm not only that Cornelius is a man of faith, but that he has also received 
 |  |  | divine instruction to send for Peter, and here we have an additional detail not given earlier, that they are to listen to Peter 
invited as guests / next day | when | Acts 10:23 | because of the late hour, they would not set out to return the same day. Peter asks the messengers to stay thereby causing 
 |  |  | the house of Simon the Tanner to become "unclean" by the OT standards. The next day they set out to return. 

## Sheet: Sheet2

## Sheet: Sheet3
