## Sheet: Sheet1
Observation | W | verse | Additional notes
before Passover | when | John 13:1 | before the time of the annual Passover celebration, one of the festivals in which Jewish men are required to attend
I am (Jesus)  | who | John 15:1 | The Savior of the World, Promised Messiah of the Jews, 2nd Member of the Trinity, Light of the World
grapevine | what | John 15:1 | Jesus chooses an analogy that His listeners will understand the nature of, growing widlely, but also can be  cultivated
my Father | who | John 15:1 | the Father in Heaven, Creator of the Universe, final Judge of mankind, the 1st member of the Trinity
the gardener | what | John 15:1 | by calling His Father the gardener, Jesus again establishes the soverign will of the Father guiding His life & ministry
fruit | what | John 15:2 | the "fruit" of a relationship with Jesus is the character and life that reflects the relationship itself
remain (abide) in me | what | John 15:4 | the true health and fruit of the Christian life comes from relationship with Jesus and nothing else
I will produce much fruit | what | John 15:5 | the main catalyst for fruit in the live of the believer is the source of Christ, not the believer himself
gathered into a pile and burned | what | John 15:6 | a reference to the coming judgement and casting into the lake of fire
ask for anything and… | what | John 15:7 | relationship with Jesus is a key element of an active and healthy prayer life 
brings great joy to my Father | what | John 15:8 | The Father in Heaven is pleased when we bear the fruit of faith in our daily lives
when you obey | what | John 15:10 | obedience is a component of an ongoing relationship with Jesus, also evidence of faith in Him
you will be filled with Joy  | what | John 15:11 | an overflowing of joy from the Spirit is an effect of a healthy relationship with Christ
this is my commandment | what | John 12 | Jesus gives a direct command to love each other in the same (sacrificial & serving) way He loved His disciples
no greater love | what | John 15:13 | a love that is sacrificial and serving is the greatest of all
you didn't choose me, I chose you | what | John 15:16 | Jesus illustrating that He selected each of His disciples, they responded to His invitation
I appointed you to go and… | what | John 15:16 | Jesus has apppointed (ordained, established, to set upon) His disciples to bear fruit for the Kingdom
remember it hated me first | what | John 15:18 | Jesus reminding us that the world hated Him, so if we are His followers we should expect the same
no longer part of this world | what | John 15:19 | one of the reasons we should expect persecution is we are no longer part of the world's system
hates me also hates my father | what | John 15:23 | There is no room for people who "love God" but reject Jesus. If we reject Jesus, we reject the Father who sent Him
if I hadn't done miraculous… | what | John 15:24 | Now that Jesus has come, ignorance of the truth is no longer a valid response
The Advocate, Spirit of Truth | what | John 15:26 | the Holy Spirit, the 3rd member of the Trinity, the Consellor, the tangible part of the Godhead that resides in us.
you must testify because… | what | John 15:27 | Jesus expects that His disciples will testify to the truth of what they have seen and heard

## Sheet: Sheet2

## Sheet: Sheet3
