## Sheet: Sheet1
Observation | W | verse | Additional notes
Joseph  | who | Gen 39:1 | the first born son of Jacob and Rachel, older brother of Jacob, "son of salvation" of Jacob
Ishmaelite Traders | who | Gen 39:1 | descendants from Ishmael (hence the name) and illustration of the enminity between the son of Isaac and Ishmael
Potiphar | who | Gen 39:1 | the captiain of the palace guard, introduced to us at the end of chapter 37 in preparation for this and following narratives
Pharoah | who | Gen 39:1 | the king of all egypt, Pharoah is more than a name, it is the name by which all kings of Egypt are knows
Lord was with Joseph | what | Gen 39:2 | this signfies a special blessing from God, that in the midst of trial and testing, the Lord was working in the "background" 
 |  |  | of Joseph's life and for the Lord's purpose. Joseph didn't know the WHOLE story, just what had to do with him
 |  |  | the Lord was "with" Joseph, despite being sold into slavery and taken from home. God's blessing isn't always free from 
 |  |  | trial or difficulty, but the ability to stay faithful and honor God in the midst of that trial 
he suceeded, Potiphar noticed | what | Gen 39:2-3 | the blessing of God was visible in the work of Joseph, just like Abraham and Abimilech (Gen 21:22)
pleased / found favor in  | what | Gen 39:2 | Potiphar's reason for selecting Joseph is not stated, sinful or selfish, God worked through this pagan man's desires 
in charge of everything | what | Gen 39:4 | a foreshadowing of the purpose for which Joseph had been selected for this mission into Egypt
from the day | what | Gen 39:5 | the blessings of Jehovah God on Potiphar's house happen immedately with Joseph in command, not a coincidence, providence
Lord blessed Potiphar | what | Gen 39:5 | Potiphar received the direct blessing of God, not for his own sake, but for Joseph's
 |  |  | Clearly, from Joseph's pride sharing his dreams, the Lord is using these expereinces to grow Joseph as well
in the house & the field | what | Gen 39:5 | the blessing of God here is not an intagible feeling, but a measurable and monetary increase
total admin. Responsibility | what | Gen 39:6 | as a foreshadow of Joseph's relationship with Pharoah, Joseph is second in command of the house for Potiphar
Potiphar's wife | what | Gen 39:7 | the enemy is no fool, a woman's lustful advances to a young well-built man is one of the ultimate tests of faith and discipline
held back nothing, great sin | what | Gen 39:9 | Joseph's statement here clearly recognizes two things, first he recognizes his authority in the home comes from Potiphar
 |  |  | he also recognizes that the true source of his suceess and blessing in God Himself 
into my room to rape me | what | Gen 39:13-15 | in the midst of the Lord being "with him" Joseph was still not protected from injustice. The blessings of the Lord are for the 
 |  |  | extensions of HIS purposes, not ours. The Lord's purpose is again fulfilled in the false imprisonment of Joseph
into the King's prison | where | Gen 39:20 | while it was a negative circumstance that propelled him to his new location, Joseph was moving closer and closer 
 |  |  | to where God wanted him to be in the time He wanted him there. 
  |  |  | 

## Sheet: Sheet2

## Sheet: Sheet3
