## Sheet: Sheet1
Observation | W | verse | Additional notes
Some of the people who lived | who | John 7:25 | indescript reference to people living in Jerusalem at the time, not a specific reference
Jerusalem | what | John 7:25 | the holy city of God, home of the Temple and presence of God, in the land of Judea
trying to kill | what | John 7:25 | as Jesus noted in v19, the Jewish leaders wanted to kill Jesus. He posed a threat to their authority and power
speaking in public | what | John 7:26 | despite the danger of death, Jesus' ministry was to the people, and this could only be accomplished to the people
saying nothing to him | what | John 7:26 | the people (v25) questioning the motivations of their leaders because of their inaction to what they thought were their motives
could our leaders believe | what | John 7:26 | the people (v25) begin to wonder if their leaders believe Jesus is the messiah because they didn't stand up to him
how could he be? We know… | what | John 7:27 | The people could not synthesize their knowledge of Jesus with their expectation of the Savior
Jesus | who | John 7:28 | Son of God, Savior of the World, 2nd member of the Trinity, Jesus of Nazareth
the Temple | where | John 7:28 | Herod's temple in Jerusalem, building began in 20 BC, Herod's gift to the Jews in Jerusalem to buy their support
you know me and you know… | what | John 7:28 | Jesus responding almost sarcastically, that the people actually "knew" him, didn't know His Father
not here on my own | what | John 7:28 | Jesus reminding us that even while he worked His earth
He | who | John 7:29 | God the Father, Creator, Jehovah, 1st Member of the Trinity
sent me to You | what | John 7:29 | Jesus again affirming that Jesus was not working for his own self interest, but was guided by God
many among the crowds | who | John 7:31 | another indescript reference to a group of people, "many" vs "some" illustrating more believers than doubters
Messiah | who | John 7:31 | the promised Savior of the Jewish people, expected from the Old Testament
more miraculous signs | what | John 7:31 | Jesus ministry was marked by a miraculous display of supernatural power 
Pharisees | who | John 7:32 | one of the two main classes of Jewish leaders, Pharisees were smaller in number, but larger in influence 
the crowds | who | John 7:32 | a third indescript reference to "the people" this time in the third person 
leading priests | who | John 7:32 | lesser ranked servants in the temple, priests but not of the higher ranking
temple guards | who | John 7:32 | the Temple had it's own security force known as the Temple Guard, they inforced the Law under the command of the Leaders
little (while) longer | when | John 7:33 | Jesus illuding to the fact that He knew the time of His earthly ministry had been set by God and had an end
one who sent me | who | John 7:33 | The Father in Heaven sent Jesus to do the works which Jesus performed
search for me | what | John 7:34 | referring either to the empty tomb or the fact that the Jews rejected the Messiah and are still waiting for Him
to the… Jews / Greeks | what | John 7:35 | the leaders only understanding His words in the physical assuming Jesus may go to the other peoples in the world
what does He mean? | what | John 7:36 | even in the face of their Messiah, they could not understand Jesus words because it didn't fit their initial understanding

## Sheet: Sheet2

## Sheet: Sheet3
